"","group","Pig","Tissue","Day","Treatment","Genus","value","All","value2"
"12967","SRD129_P136_N_D7",136,"N","D7","BB","Rikenellaceae_RC9_gut_group",0.000500751126690035,"D7_BB",0.00625938908362544
"12968","SRD129_P137_N_D0",137,"N","D0","BB","Rikenellaceae_RC9_gut_group",0,"D0_BB",0
"12969","SRD129_P137_N_D1",137,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12970","SRD129_P137_N_D10",137,"N","D10","BB","Rikenellaceae_RC9_gut_group",0,"D10_BB",0
"12971","SRD129_P137_N_D14",137,"N","D14","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D14_BB",0.00500250125062531
"12972","SRD129_P137_N_D21",137,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.000500751126690035,"D21_BB",0.00500751126690035
"12973","SRD129_P137_N_D28",137,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.00500250125062531,"D28_BB",0.0500250125062531
"12974","SRD129_P137_N_D3",137,"N","D3","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D3_BB",0.00555833472291701
"12975","SRD129_P137_N_D36",137,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.0005005005005005,"D36_BB",0.005005005005005
"12976","SRD129_P137_N_D42",137,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.0256926952141058,"D42_BB",0.256926952141058
"12977","SRD129_P137_N_D7",137,"N","D7","BB","Rikenellaceae_RC9_gut_group",0,"D7_BB",0
"12978","SRD129_P138_N_D0",138,"N","D0","BB","Rikenellaceae_RC9_gut_group",0.0005005005005005,"D0_BB",0.005005005005005
"12979","SRD129_P138_N_D1",138,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12980","SRD129_P138_N_D10",138,"N","D10","BB","Rikenellaceae_RC9_gut_group",5e-04,"D10_BB",0.005
"12981","SRD129_P138_N_D14",138,"N","D14","BB","Rikenellaceae_RC9_gut_group",5e-04,"D14_BB",0.005
"12982","SRD129_P138_N_D21",138,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00150451354062187,"D21_BB",0.0150451354062187
"12983","SRD129_P138_N_D28",138,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.006,"D28_BB",0.06
"12984","SRD129_P138_N_D36",138,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00300150075037519,"D36_BB",0.0300150075037519
"12985","SRD129_P138_N_D42",138,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.00600600600600601,"D42_BB",0.0600600600600601
"12986","SRD129_P138_N_D7",138,"N","D7","BB","Rikenellaceae_RC9_gut_group",0,"D7_BB",0
"12987","SRD129_P139_N_D0",139,"N","D0","BB","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D0_BB",0.00500250125062531
"12988","SRD129_P139_N_D1",139,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"12989","SRD129_P139_N_D10",139,"N","D10","BB","Rikenellaceae_RC9_gut_group",0,"D10_BB",0
"12990","SRD129_P139_N_D14",139,"N","D14","BB","Rikenellaceae_RC9_gut_group",0.0005005005005005,"D14_BB",0.005005005005005
"12991","SRD129_P139_N_D21",139,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00250375563345018,"D21_BB",0.0250375563345018
"12992","SRD129_P139_N_D28",139,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.0045045045045045,"D28_BB",0.045045045045045
"12993","SRD129_P139_N_D3",139,"N","D3","BB","Rikenellaceae_RC9_gut_group",0,"D3_BB",0
"12994","SRD129_P139_N_D36",139,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00200400801603206,"D36_BB",0.0200400801603206
"12995","SRD129_P139_N_D42",139,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.0342224458983392,"D42_BB",0.342224458983392
"12996","SRD129_P139_N_D7",139,"N","D7","BB","Rikenellaceae_RC9_gut_group",0,"D7_BB",0
"12997","SRD129_P140_N_D0",140,"N","D0","BB","Rikenellaceae_RC9_gut_group",0,"D0_BB",0
"12998","SRD129_P140_N_D1",140,"N","D1","BB","Rikenellaceae_RC9_gut_group",0.00100200400801603,"D1_BB",0.0111333778668448
"12999","SRD129_P140_N_D10",140,"N","D10","BB","Rikenellaceae_RC9_gut_group",0,"D10_BB",0
"13000","SRD129_P140_N_D14",140,"N","D14","BB","Rikenellaceae_RC9_gut_group",0.001001001001001,"D14_BB",0.01001001001001
"13001","SRD129_P140_N_D21",140,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00551654964894684,"D21_BB",0.0551654964894684
"13002","SRD129_P140_N_D28",140,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.0105210420841683,"D28_BB",0.105210420841683
"13003","SRD129_P140_N_D3",140,"N","D3","BB","Rikenellaceae_RC9_gut_group",0.002002002002002,"D3_BB",0.0222444666889111
"13004","SRD129_P140_N_D36",140,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00100300902708124,"D36_BB",0.0100300902708124
"13005","SRD129_P140_N_D42",140,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.0318181818181818,"D42_BB",0.318181818181818
"13006","SRD129_P140_N_D7",140,"N","D7","BB","Rikenellaceae_RC9_gut_group",5e-04,"D7_BB",0.00625
"13007","SRD129_P141_N_D0",141,"N","D0","BB","Rikenellaceae_RC9_gut_group",0,"D0_BB",0
"13008","SRD129_P141_N_D1",141,"N","D1","BB","Rikenellaceae_RC9_gut_group",0,"D1_BB",0
"13009","SRD129_P141_N_D10",141,"N","D10","BB","Rikenellaceae_RC9_gut_group",0,"D10_BB",0
"13010","SRD129_P141_N_D14",141,"N","D14","BB","Rikenellaceae_RC9_gut_group",0,"D14_BB",0
"13011","SRD129_P141_N_D21",141,"N","D21","BB","Rikenellaceae_RC9_gut_group",0.00802407221664995,"D21_BB",0.0802407221664995
"13012","SRD129_P141_N_D28",141,"N","D28","BB","Rikenellaceae_RC9_gut_group",0.00650325162581291,"D28_BB",0.0650325162581291
"13013","SRD129_P141_N_D3",141,"N","D3","BB","Rikenellaceae_RC9_gut_group",0,"D3_BB",0
"13014","SRD129_P141_N_D36",141,"N","D36","BB","Rikenellaceae_RC9_gut_group",0.00200601805416249,"D36_BB",0.0200601805416249
"13015","SRD129_P141_N_D42",141,"N","D42","BB","Rikenellaceae_RC9_gut_group",0.0281973816717019,"D42_BB",0.281973816717019
"13016","SRD129_P141_N_D7",141,"N","D7","BB","Rikenellaceae_RC9_gut_group",0.00150300601202405,"D7_BB",0.0187875751503006
"13017","SRD129_P162_N_D0",162,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.0015,"D0_Control",0.015
"13018","SRD129_P162_N_D1",162,"N","D1","Control","Rikenellaceae_RC9_gut_group",5e-04,"D1_Control",0.005
"13019","SRD129_P162_N_D10",162,"N","D10","Control","Rikenellaceae_RC9_gut_group",0,"D10_Control",0
"13020","SRD129_P162_N_D14",162,"N","D14","Control","Rikenellaceae_RC9_gut_group",0.001001001001001,"D14_Control",0.01001001001001
"13021","SRD129_P162_N_D21",162,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.00100250626566416,"D21_Control",0.0100250626566416
"13022","SRD129_P162_N_D28",162,"N","D28","Control","Rikenellaceae_RC9_gut_group",0.0015015015015015,"D28_Control",0.0375375375375375
"13023","SRD129_P162_N_D3",162,"N","D3","Control","Rikenellaceae_RC9_gut_group",0.00150225338007011,"D3_Control",0.0150225338007011
"13024","SRD129_P162_N_D36",162,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.00502008032128514,"D36_Control",0.0502008032128514
"13025","SRD129_P162_N_D42",162,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.00250375563345018,"D42_Control",0.0250375563345018
"13026","SRD129_P162_N_D7",162,"N","D7","Control","Rikenellaceae_RC9_gut_group",0,"D7_Control",0
"13027","SRD129_P163_N_D0",163,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.0135814889336016,"D0_Control",0.135814889336016
"13028","SRD129_P163_N_D1",163,"N","D1","Control","Rikenellaceae_RC9_gut_group",0.000501002004008016,"D1_Control",0.00501002004008016
"13029","SRD129_P163_N_D10",163,"N","D10","Control","Rikenellaceae_RC9_gut_group",0.00150225338007011,"D10_Control",0.0150225338007011
"13030","SRD129_P163_N_D14",163,"N","D14","Control","Rikenellaceae_RC9_gut_group",0.00100150225338007,"D14_Control",0.0100150225338007
"13031","SRD129_P163_N_D21",163,"N","D21","Control","Rikenellaceae_RC9_gut_group",0,"D21_Control",0
"13032","SRD129_P163_N_D3",163,"N","D3","Control","Rikenellaceae_RC9_gut_group",0.00100150225338007,"D3_Control",0.0100150225338007
"13033","SRD129_P163_N_D36",163,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.00250375563345018,"D36_Control",0.0250375563345018
"13034","SRD129_P163_N_D42",163,"N","D42","Control","Rikenellaceae_RC9_gut_group",0,"D42_Control",0
"13035","SRD129_P163_N_D7",163,"N","D7","Control","Rikenellaceae_RC9_gut_group",0.000501002004008016,"D7_Control",0.00501002004008016
"13036","SRD129_P164_N_D0",164,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.00500250125062531,"D0_Control",0.0500250125062531
"13037","SRD129_P164_N_D1",164,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13038","SRD129_P164_N_D10",164,"N","D10","Control","Rikenellaceae_RC9_gut_group",0.000501002004008016,"D10_Control",0.00501002004008016
"13039","SRD129_P164_N_D14",164,"N","D14","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D14_Control",0.00500250125062531
"13040","SRD129_P164_N_D21",164,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.00200100050025012,"D21_Control",0.0200100050025013
"13041","SRD129_P164_N_D3",164,"N","D3","Control","Rikenellaceae_RC9_gut_group",0,"D3_Control",0
"13042","SRD129_P164_N_D36",164,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D36_Control",0.00500250125062531
"13043","SRD129_P164_N_D42",164,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.00300450676014021,"D42_Control",0.0300450676014021
"13044","SRD129_P164_N_D7",164,"N","D7","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D7_Control",0.00500250125062531
"13045","SRD129_P165_N_D0",165,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.00200702458605118,"D0_Control",0.0200702458605118
"13046","SRD129_P165_N_D1",165,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13047","SRD129_P165_N_D10",165,"N","D10","Control","Rikenellaceae_RC9_gut_group",0.00050125313283208,"D10_Control",0.0050125313283208
"13048","SRD129_P165_N_D14",165,"N","D14","Control","Rikenellaceae_RC9_gut_group",0,"D14_Control",0
"13049","SRD129_P165_N_D21",165,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D21_Control",0.00500250125062531
"13050","SRD129_P165_N_D3",165,"N","D3","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D3_Control",0.00500250125062531
"13051","SRD129_P165_N_D36",165,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.001,"D36_Control",0.01
"13052","SRD129_P165_N_D42",165,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.00250375563345018,"D42_Control",0.0250375563345018
"13053","SRD129_P165_N_D7",165,"N","D7","Control","Rikenellaceae_RC9_gut_group",0,"D7_Control",0
"13054","SRD129_P166_N_D0",166,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.00150300601202405,"D0_Control",0.0150300601202405
"13055","SRD129_P166_N_D1",166,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13056","SRD129_P166_N_D10",166,"N","D10","Control","Rikenellaceae_RC9_gut_group",5e-04,"D10_Control",0.005
"13057","SRD129_P166_N_D14",166,"N","D14","Control","Rikenellaceae_RC9_gut_group",0.001001001001001,"D14_Control",0.01001001001001
"13058","SRD129_P166_N_D21",166,"N","D21","Control","Rikenellaceae_RC9_gut_group",5e-04,"D21_Control",0.005
"13059","SRD129_P166_N_D3",166,"N","D3","Control","Rikenellaceae_RC9_gut_group",0.001,"D3_Control",0.01
"13060","SRD129_P166_N_D36",166,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.001001001001001,"D36_Control",0.01001001001001
"13061","SRD129_P166_N_D42",166,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.0135678391959799,"D42_Control",0.135678391959799
"13062","SRD129_P166_N_D7",166,"N","D7","Control","Rikenellaceae_RC9_gut_group",0.0005005005005005,"D7_Control",0.005005005005005
"13063","SRD129_P167_N_D0",167,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.0015,"D0_Control",0.015
"13064","SRD129_P167_N_D1",167,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13065","SRD129_P167_N_D10",167,"N","D10","Control","Rikenellaceae_RC9_gut_group",0.002,"D10_Control",0.02
"13066","SRD129_P167_N_D14",167,"N","D14","Control","Rikenellaceae_RC9_gut_group",0,"D14_Control",0
"13067","SRD129_P167_N_D21",167,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D21_Control",0.00500250125062531
"13068","SRD129_P167_N_D3",167,"N","D3","Control","Rikenellaceae_RC9_gut_group",0,"D3_Control",0
"13069","SRD129_P167_N_D36",167,"N","D36","Control","Rikenellaceae_RC9_gut_group",5e-04,"D36_Control",0.005
"13070","SRD129_P167_N_D42",167,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.001,"D42_Control",0.01
"13071","SRD129_P167_N_D7",167,"N","D7","Control","Rikenellaceae_RC9_gut_group",0,"D7_Control",0
"13072","SRD129_P168_N_D0",168,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.00251130085384229,"D0_Control",0.0251130085384229
"13073","SRD129_P168_N_D1",168,"N","D1","Control","Rikenellaceae_RC9_gut_group",0.00100250626566416,"D1_Control",0.0100250626566416
"13074","SRD129_P168_N_D10",168,"N","D10","Control","Rikenellaceae_RC9_gut_group",0.002002002002002,"D10_Control",0.02002002002002
"13075","SRD129_P168_N_D14",168,"N","D14","Control","Rikenellaceae_RC9_gut_group",0.002002002002002,"D14_Control",0.02002002002002
"13076","SRD129_P168_N_D21",168,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.0030060120240481,"D21_Control",0.030060120240481
"13077","SRD129_P168_N_D3",168,"N","D3","Control","Rikenellaceae_RC9_gut_group",0,"D3_Control",0
"13078","SRD129_P168_N_D36",168,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.00451580531861515,"D36_Control",0.0451580531861515
"13079","SRD129_P168_N_D42",168,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.0100553041729512,"D42_Control",0.100553041729512
"13080","SRD129_P168_N_D7",168,"N","D7","Control","Rikenellaceae_RC9_gut_group",0,"D7_Control",0
"13081","SRD129_P169_N_D0",169,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.001001001001001,"D0_Control",0.01001001001001
"13082","SRD129_P169_N_D1",169,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13083","SRD129_P169_N_D10",169,"N","D10","Control","Rikenellaceae_RC9_gut_group",0,"D10_Control",0
"13084","SRD129_P169_N_D14",169,"N","D14","Control","Rikenellaceae_RC9_gut_group",5e-04,"D14_Control",0.005
"13085","SRD129_P169_N_D21",169,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.00150225338007011,"D21_Control",0.0150225338007011
"13086","SRD129_P169_N_D28",169,"N","D28","Control","Rikenellaceae_RC9_gut_group",0.0115172759138708,"D28_Control",0.28793189784677
"13087","SRD129_P169_N_D3",169,"N","D3","Control","Rikenellaceae_RC9_gut_group",0.003,"D3_Control",0.03
"13088","SRD129_P169_N_D36",169,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.00250375563345018,"D36_Control",0.0250375563345018
"13089","SRD129_P169_N_D42",169,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.00500250125062531,"D42_Control",0.0500250125062531
"13090","SRD129_P169_N_D7",169,"N","D7","Control","Rikenellaceae_RC9_gut_group",0.001,"D7_Control",0.01
"13091","SRD129_P170_N_D0",170,"N","D0","Control","Rikenellaceae_RC9_gut_group",0.00100050025012506,"D0_Control",0.0100050025012506
"13092","SRD129_P170_N_D1",170,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13093","SRD129_P170_N_D10",170,"N","D10","Control","Rikenellaceae_RC9_gut_group",0,"D10_Control",0
"13094","SRD129_P170_N_D14",170,"N","D14","Control","Rikenellaceae_RC9_gut_group",0.000500751126690035,"D14_Control",0.00500751126690035
"13095","SRD129_P170_N_D21",170,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.000500250125062531,"D21_Control",0.00500250125062531
"13096","SRD129_P170_N_D28",170,"N","D28","Control","Rikenellaceae_RC9_gut_group",0.002002002002002,"D28_Control",0.05005005005005
"13097","SRD129_P170_N_D3",170,"N","D3","Control","Rikenellaceae_RC9_gut_group",0.00100150225338007,"D3_Control",0.0100150225338007
"13098","SRD129_P170_N_D36",170,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.00150300601202405,"D36_Control",0.0150300601202405
"13099","SRD129_P170_N_D42",170,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.0165496489468405,"D42_Control",0.165496489468405
"13100","SRD129_P170_N_D7",170,"N","D7","Control","Rikenellaceae_RC9_gut_group",0,"D7_Control",0
"13101","SRD129_P171_N_D0",171,"N","D0","Control","Rikenellaceae_RC9_gut_group",5e-04,"D0_Control",0.005
"13102","SRD129_P171_N_D1",171,"N","D1","Control","Rikenellaceae_RC9_gut_group",0,"D1_Control",0
"13103","SRD129_P171_N_D10",171,"N","D10","Control","Rikenellaceae_RC9_gut_group",0.00100050025012506,"D10_Control",0.0100050025012506
"13104","SRD129_P171_N_D14",171,"N","D14","Control","Rikenellaceae_RC9_gut_group",0,"D14_Control",0
"13105","SRD129_P171_N_D21",171,"N","D21","Control","Rikenellaceae_RC9_gut_group",0.0025025025025025,"D21_Control",0.025025025025025
"13106","SRD129_P171_N_D28",171,"N","D28","Control","Rikenellaceae_RC9_gut_group",0.00350525788683025,"D28_Control",0.0876314471707561
"13107","SRD129_P171_N_D3",171,"N","D3","Control","Rikenellaceae_RC9_gut_group",0,"D3_Control",0
"13108","SRD129_P171_N_D36",171,"N","D36","Control","Rikenellaceae_RC9_gut_group",0.00651955867602808,"D36_Control",0.0651955867602809
"13109","SRD129_P171_N_D42",171,"N","D42","Control","Rikenellaceae_RC9_gut_group",0.0296780684104628,"D42_Control",0.296780684104628
"13110","SRD129_P171_N_D7",171,"N","D7","Control","Rikenellaceae_RC9_gut_group",0,"D7_Control",0
"13111","SRD129_P132_N_D0",132,"N","D0","BB","Kurthia",5e-04,"D0_BB",0.005
"13112","SRD129_P132_N_D10",132,"N","D10","BB","Kurthia",0,"D10_BB",0
"13113","SRD129_P132_N_D14",132,"N","D14","BB","Kurthia",0.000500250125062531,"D14_BB",0.00500250125062531
"13114","SRD129_P132_N_D21",132,"N","D21","BB","Kurthia",0.000500751126690035,"D21_BB",0.00500751126690035
"13115","SRD129_P132_N_D28",132,"N","D28","BB","Kurthia",0.00150225338007011,"D28_BB",0.0150225338007011
"13116","SRD129_P132_N_D3",132,"N","D3","BB","Kurthia",0,"D3_BB",0
"13117","SRD129_P132_N_D36",132,"N","D36","BB","Kurthia",0,"D36_BB",0
"13118","SRD129_P132_N_D42",132,"N","D42","BB","Kurthia",0.0321123933768189,"D42_BB",0.321123933768189
"13119","SRD129_P132_N_D7",132,"N","D7","BB","Kurthia",0,"D7_BB",0
"13120","SRD129_P133_N_D0",133,"N","D0","BB","Kurthia",0,"D0_BB",0
"13121","SRD129_P133_N_D1",133,"N","D1","BB","Kurthia",0,"D1_BB",0
"13122","SRD129_P133_N_D10",133,"N","D10","BB","Kurthia",0,"D10_BB",0
"13123","SRD129_P133_N_D14",133,"N","D14","BB","Kurthia",0,"D14_BB",0
"13124","SRD129_P133_N_D21",133,"N","D21","BB","Kurthia",0,"D21_BB",0
"13125","SRD129_P133_N_D28",133,"N","D28","BB","Kurthia",0.0015015015015015,"D28_BB",0.015015015015015
"13126","SRD129_P133_N_D3",133,"N","D3","BB","Kurthia",0,"D3_BB",0
"13127","SRD129_P133_N_D36",133,"N","D36","BB","Kurthia",0,"D36_BB",0
"13128","SRD129_P133_N_D42",133,"N","D42","BB","Kurthia",0.0287009063444109,"D42_BB",0.287009063444109
"13129","SRD129_P134_N_D0",134,"N","D0","BB","Kurthia",0,"D0_BB",0
"13130","SRD129_P134_N_D1",134,"N","D1","BB","Kurthia",0,"D1_BB",0
"13131","SRD129_P134_N_D10",134,"N","D10","BB","Kurthia",0,"D10_BB",0
"13132","SRD129_P134_N_D14",134,"N","D14","BB","Kurthia",0.000500751126690035,"D14_BB",0.00500751126690035
"13133","SRD129_P134_N_D21",134,"N","D21","BB","Kurthia",0,"D21_BB",0
"13134","SRD129_P134_N_D28",134,"N","D28","BB","Kurthia",0.000500250125062531,"D28_BB",0.00500250125062531
"13135","SRD129_P134_N_D3",134,"N","D3","BB","Kurthia",0,"D3_BB",0
"13136","SRD129_P134_N_D36",134,"N","D36","BB","Kurthia",0.000500250125062531,"D36_BB",0.00500250125062531
"13137","SRD129_P134_N_D42",134,"N","D42","BB","Kurthia",0.000500250125062531,"D42_BB",0.00500250125062531
"13138","SRD129_P135_N_D0",135,"N","D0","BB","Kurthia",0,"D0_BB",0
"13139","SRD129_P135_N_D1",135,"N","D1","BB","Kurthia",0,"D1_BB",0
"13140","SRD129_P135_N_D10",135,"N","D10","BB","Kurthia",0,"D10_BB",0
"13141","SRD129_P135_N_D14",135,"N","D14","BB","Kurthia",0.00150075037518759,"D14_BB",0.0150075037518759
"13142","SRD129_P135_N_D21",135,"N","D21","BB","Kurthia",0,"D21_BB",0
"13143","SRD129_P135_N_D28",135,"N","D28","BB","Kurthia",0.00250125062531266,"D28_BB",0.0250125062531266
"13144","SRD129_P135_N_D3",135,"N","D3","BB","Kurthia",0,"D3_BB",0
"13145","SRD129_P135_N_D36",135,"N","D36","BB","Kurthia",0,"D36_BB",0
"13146","SRD129_P135_N_D42",135,"N","D42","BB","Kurthia",0.00200400801603206,"D42_BB",0.0200400801603206
"13147","SRD129_P135_N_D7",135,"N","D7","BB","Kurthia",0,"D7_BB",0
"13148","SRD129_P136_N_D0",136,"N","D0","BB","Kurthia",0,"D0_BB",0
"13149","SRD129_P136_N_D1",136,"N","D1","BB","Kurthia",0,"D1_BB",0
"13150","SRD129_P136_N_D10",136,"N","D10","BB","Kurthia",0,"D10_BB",0
"13151","SRD129_P136_N_D14",136,"N","D14","BB","Kurthia",0.00100050025012506,"D14_BB",0.0100050025012506
"13152","SRD129_P136_N_D21",136,"N","D21","BB","Kurthia",0,"D21_BB",0
"13153","SRD129_P136_N_D28",136,"N","D28","BB","Kurthia",0.00100150225338007,"D28_BB",0.0100150225338007
"13154","SRD129_P136_N_D3",136,"N","D3","BB","Kurthia",0,"D3_BB",0
"13155","SRD129_P136_N_D36",136,"N","D36","BB","Kurthia",0.000500751126690035,"D36_BB",0.00500751126690035
"13156","SRD129_P136_N_D42",136,"N","D42","BB","Kurthia",0.00501002004008016,"D42_BB",0.0501002004008016
"13157","SRD129_P136_N_D7",136,"N","D7","BB","Kurthia",0,"D7_BB",0
"13158","SRD129_P137_N_D0",137,"N","D0","BB","Kurthia",0.000500250125062531,"D0_BB",0.00500250125062531
